id,cluster1,cluster2,thumbnail,title,author,day,genre,story,platform,Unnamed: 0
10.0,,4,https://shared-comic.pstatic.net/thumb/webtoon/739115/thumbnail/thumbnail_IMAG06_7b590828-5c9b-4b6e-879d-508c4149a636.jpg,앵무살수,김성진,월,판타지,평범한 뱃사공으로 살고 있는 노소하. 하지만 그의 정체는 전설적인 구파검법의 후계자다. 이제 진시황이 남긴 비서 선근경을 향한 살수행이 시작된다.,네이버웹툰,10.0
11.0,,14,https://shared-comic.pstatic.net/thumb/webtoon/774863/thumbnail/thumbnail_IMAG06_56ecb055-dc10-43e6-bfa2-4a07fd1c7f30.jpg,팔이피플,매미 / 희세,월,드라마,"<마스크걸>, <위대한 방옥숙> 매미/희세 작가의 신작!SNS에서 육아용품 파는 평범한 유부녀 박주연, 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.박주연은 김예희를 미워하는 동시에 집착하고 있는데, 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?",네이버웹툰,11.0
12.0,,1,https://shared-comic.pstatic.net/thumb/webtoon/796867/thumbnail/thumbnail_IMAG06_9f5034ff-87f2-4a04-8b50-211ea583ca25.jpg,버림받은 왕녀의 은밀한 침실,혜니 / 성혜림,월,로맨스,한때는 추앙받았지만 지금은 비참하게 버림받은 왕녀 르웰린. 아무도 보호해 주지 않는 그녀에게 추악한 저주가 내려진다. 그것은 바로 남자를 욕망하게 되는 저주. 르웰린은 저주의 폭주를 막기 위해 결국 자신의 침실을 열게 되는데... 버림받은 왕녀와 얽히고 설키는 네명의 남자들. 저주의 진실은 밝혀질 것인가? 그리고 그녀와 함께 할 사내는 과연 누가 될 것인가?,네이버웹툰,12.0
13.0,,10,https://shared-comic.pstatic.net/thumb/webtoon/768536/thumbnail/thumbnail_IMAG06_5474ea13-f7bb-4fac-ad6c-be5cb46dcf26.jpg,잔불의 기사,환댕,월,판타지,"유일한 가족이자, 최고의 기사 유망주였던 쌍둥이 동생이 살해당했다.천재적이었던 동생과는 달리 무예에 재능이 전혀 없지만,동생의 복수를 위해 '강함'을 연기하기로 결심했다.약해빠진 나는 복수에 성공할 수 있을까.",네이버웹툰,13.0
14.0,,3,https://shared-comic.pstatic.net/thumb/webtoon/796903/thumbnail/thumbnail_IMAG06_396b07ce-9c22-484b-8ec5-93ecc6fe260e.jpg,불청객,정로맨,월,스릴러,"사랑스러운 부부 생활툰을 연재하는 인기 웹툰작가 은영,그녀의 결혼생활은 웹툰과는 달리 불행으로 가득 차 있다.그러던 어느 날, 술에 취해 눈 떠보니 남편이 시체가 되어 있었다.때마침 들이닥치는 불청객들, 그들로부터 남편의 시체를 숨겨야 한다!",네이버웹툰,14.0
15.0,,13,https://shared-comic.pstatic.net/thumb/webtoon/796075/thumbnail/thumbnail_IMAG06_ea82b28f-9451-4c53-b37b-9248d71197b4.jpg,절대검감,김두루미 / 티아이 / 한중월야,월,무협,"단전이 부숴졌다는 이유로 집에서는 내놓은 자식 취급을 받던 소운휘는 혈교에 납치되어서도 삼류 첩자로 살아왔다.어느 날, 전설로만 알려진 검선비록을 찾는데 이용당하다 죽은 운휘는 10년 전, 혈교에 납치되던 그 날로 돌아가게 되고 검의 목소리를 듣는 신비한 능력을 얻는다.",네이버웹툰,15.0
16.0,,2,https://shared-comic.pstatic.net/thumb/webtoon/774866/thumbnail/thumbnail_IMAG06_63d479a3-736b-4f93-b9a3-b6312927a6cc.jpg,똑 닮은 딸,이담,월,스릴러,"'우리 엄마가 살인마인 것 같다.' 성적 우수, 품행 단정, 모범적인 자식인 길소명은 엄마가 요구하는 기준에 맞춰 완벽한 딸로 살아왔다.그러나 남동생이 강물에서 시체로 떠오른 그 날, 소명의 머릿속엔 섬뜩한 의혹이 피어오른다.자식의 인생에 방해되는 모든 것을 없애려는 엄마와 그녀에게서 벗어나려는 딸, 두 사람의 잔혹한 모녀 스릴러!2020 지상최대공모전 2기 우수상 수상작.",네이버웹툰,16.0
17.0,,9,https://shared-comic.pstatic.net/thumb/webtoon/752414/thumbnail/thumbnail_IMAG06_2d132db2-c6ab-400e-992e-8e0a229cf96e.jpg,리턴 투 플레이어,엄키 / 세혼 / 인덱스,월,판타지,"어느 날, 게임이 되어버린 세상.갑자기 나타난 몬스터들이 사람들을 죽이고, 사람들은 플레이어가 되어  퀘스트를 달성해야 한다!인류의 종말에서 회귀한 2회차 플레이어, 김세한.그는 과연 세상을 이렇게 만든 '시스템'을 쳐부술 수 있을까!",네이버웹툰,17.0
18.0,,32,https://shared-comic.pstatic.net/thumb/webtoon/774703/thumbnail/thumbnail_IMAG06_75212403-29f9-4557-9ba6-d184ca661f0f.jpg,"아, 쫌 참으세요 영주님!",새우초밥 / daybook,월,로맨스,"작고 가난한 영지 ‘화이트’의 영주, 로즈.영주민들과 오순도순 잘 먹고 잘살고 싶었는데, 갑자기 이종족 이주민이 늘고 자꾸 사건에 휘말린다?! 막강 능력 영주님 ‘로즈’와 그녀를 영지에 몰래몰래 숨겨 놓고 보호하고픈 스승, ‘대마법사 이그드라실’의 유쾌 발랄 로맨스 판타지!",네이버웹툰,18.0
19.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/21815/thumbnail/thumbnail_title_21815_125x101.gif,히어로메이커,빤쓰,월,판타지,왕은 영웅이 되고 싶어하는 공주의 소원을 들어주기로 전격 결심! 공주를 속이고 마치 영웅이 된 것처럼 만들기 위해 온 나라가 연극을 하게 되는데..파란만장한 그들만의 눈물겨운 영웅만들기의 대장정이 펼쳐집니다~,네이버웹툰,19.0
20.0,,10,https://shared-comic.pstatic.net/thumb/webtoon/797253/thumbnail/thumbnail_IMAG06_88027076-f7c5-4dca-91d6-f7344a02f0b2.jpg,메리의 불타는 행복회로,김지수,월,드라마,"음침한 여고생 유메리는 엄마의 절친이었던 천혜윤과 그의 아들 천사현과 함께 살고 있다.외모, 성적, 사교성, 모든 게 완벽한 그야말로 ‘엄마 친구 아들‘인 사현.사현과 결혼하여 진정한 가족이 되는 것을 꿈꾸는 메리는 과연 사현의 마음을 얻을 수 있을까?",네이버웹툰,20.0
21.0,,17,https://shared-comic.pstatic.net/thumb/webtoon/785253/thumbnail/thumbnail_IMAG06_1adf3d49-c3b7-4eec-8c89-88ae2cf6d022.jpg,이별 후 사내 결혼,미믹 / 이달리,월,로맨스,"대기업 K&C 공식 사내 커플인 다원과 태현, 결혼까지 탄탄대로일 것 같았지만 태현의 바람으로 헤어지고 그 상대가 태현과 같은 부서의 신입사원 유정이라는 것을 알고 충격에 빠진 다원그런 그녀를 오래전부터 바라보고 있었다는 남자가 나타났다! 근데 그 남자가 K&C 만인의 이상형, 제 팀장님이라고요?!",네이버웹툰,21.0
22.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/758666/thumbnail/thumbnail_IMAG06_5a0ffbf7-e215-401f-8e26-06f4af9b49ab.jpg,꼬리잡기,바쉬,월,스릴러,"건물붕괴 사고로 매몰된 9명의 대학생.2주 뒤, 3명은 사망하고 1명은 의식불명인 상태로 발견된다.가까스로 구조된 생존자 5명은 그곳에서 있었던 일을 숨기려 하는데... 생존자인 척 숨어있던 살인자에 대한 정황이 드러나기 시작한다.수사팀은 이 밀실살인 사건의 처음과 끝을 파헤치게 된다.",네이버웹툰,22.0
23.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/772725/thumbnail/thumbnail_IMAG06_bc1f39b6-bb48-4e7f-8696-64c7b9a8afd4.jpg,물어보는 사이,성은,월,로맨스,"뱀파이어에게 물리면 건강해진다?!​두통으로 의도치 않게 비호감 연예인이 된 이채이.우연히 톱스타인 서이준이 뱀파이어이고, 그에게 물리면 한동안 건강해진다는 걸 알게 된다.물어달라 부탁하는 채이에게 이준은 계약 연애를 제안하는데...​",네이버웹툰,23.0
24.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/769663/thumbnail/thumbnail_IMAG06_84d24ca6-d5f6-4cf2-9841-5d00a34e4970.jpg,더블클릭,"김장훈,박수봉 / 박수봉",월,액션,악명 높은 난이도를 가진 게임의 세계 랭킹 1위였던 지호.서비스 종료된 줄만 알았던 그 게임이 새롭게 돌아왔다!지호는 다시 한번 랭킹 1위를 꿈꾸며 게임 동아리에 입부한다.오랜만에 게임을 해도 살아있는 감각. 하지만 게임이 새롭게 변하면서 예상치 못한 약점이 생긴다.강한 상대를 마주할수록 열정이 끓어오르는 주인공의 프로게이머 도전기!,네이버웹툰,24.0
25.0,,10,https://shared-comic.pstatic.net/thumb/webtoon/761461/thumbnail/thumbnail_IMAG06_6f90f5a2-6302-4bdd-a11a-963d6409c909.jpg,순정말고 순종,슈안,월,로맨스,하루에 무려 쓰리잡. 스물 다섯 지언의 일과 끝에 남는 건 갑질에 시달린 스트레스와 돼지우리같은 집구석 뿐이다. 그러다 어느날 얻게 된 인형 한 개. 이것만 있으면 대한민국의 탑 배우 남도윤을 가정부로 부려먹을 수있다...?!2017 최강자전 대상 수상작 <늑대와 빨간모자> 슈안 작가의 차기작!,네이버웹툰,25.0
26.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/741891/thumbnail/thumbnail_IMAG06_270700ac-8ce0-4559-a780-5cb7f5ff0d09.jpg,결혼생활 그림일기,은꼼지,월,일상,고르고 골라 결혼했더니 매일매일 우당탕탕?!결혼생활이란 무엇인가?조용할 날 없는 결혼생활을 날 것 그대로 그렸다.모자르고 부족했던 두 짐승이 만나 그려가는 결혼생활 그림일기!,네이버웹툰,26.0
27.0,,32,https://shared-comic.pstatic.net/thumb/webtoon/758671/thumbnail/thumbnail_IMAG06_4b6f1c63-d757-4923-96ac-11671c52fe0b.jpg,황제와의 하룻밤,예영 / INUS / 차승현(車昇炫),월,로맨스,"술김에 하룻밤을 보낸 남자의 정체가... 무려 황제라고?겉은 아름다운 남작 영애, 속은 풍파에 쩌든 욕쟁이 할머니 '페넬로페'.""염병, 남자가 거기서 다 거기지.""그런 그녀에게 열렬히 구애하는 직진순정파 황제 '바트'!""나는 네가 필요해.""직진 황제와 독특한 영애의 본격 발랄 로맨스 판타지!",네이버웹툰,27.0
28.0,,16,https://shared-comic.pstatic.net/thumb/webtoon/794421/thumbnail/thumbnail_IMAG06_bfc5292e-28d4-4853-afb5-9855faaaab1f.jpg,북부 공작님을 유혹하겠습니다,가천가 / 은하수 / 주시하,월,로맨스,"“내 애인인 척 사교계에 들어가.”전 세계에서 주목하는 톱스타, 셀리나는촬영 중 갑작스러운 사고로 북부 공작의 땅에 차원 이동한다.마수에게서 목숨을 구해준 북부 공작, 칼시온은셀리나에게 자신의 애인인 척 사교계에 들어가정보를 입수하라는 계약을 제시하는데..",네이버웹툰,28.0
29.0,,6,https://shared-comic.pstatic.net/thumb/webtoon/798277/thumbnail/thumbnail_IMAG06_a1c32c40-c806-4bc2-acee-d47050fe7f22.jpg,아슈타르테,SOON / 안다온,월,로맨스,"무한한 영광을 가져다줄 피렌체 제국의 빛,아슈타르테. 하지만 음모로 인해 예언은 뒤틀리고...아슈타르테가 어둠으로 알려지게 되면서 모두가 그녀를 외면한다. 가족들의 사랑을 꿈꾸던 어린아이에서 점점 강인한 소녀로 자라는 '아슈타르테'의 성장기.",네이버웹툰,29.0
30.0,,27,https://shared-comic.pstatic.net/thumb/webtoon/778748/thumbnail/thumbnail_IMAG06_c812f571-05e6-4b12-8bb5-abd2062d792c.jpg,홍천기,LICO / 정은궐,월,로맨스,"백유화단의 천방지축 화공 홍천기(洪天起)는 동짓날 밤, 하늘에서 떨어진 남자를 줍게 된다.이 세상 사람이 아닌 듯 고운 외모의 남자를 보며 홍천기는 그가 자신의 운명의 사람이라 믿는다.어린 시절 알 수 없는 사고에 휘말려 맹인이 된 남자 하람.온통 붉은색밖에 보이지 않는 그는 홍천기를 만난 후 자신의 눈을 둘러싼 비밀을 알게 되는데…….",네이버웹툰,30.0
31.0,,2,https://shared-comic.pstatic.net/thumb/webtoon/687915/thumbnail/thumbnail_IMAG06_25e161fe-c32d-4c67-bbab-ba320936afcd.jpg,꿈의 기업,문지현,월,스릴러,문명을 지배하는 거대기업과 거대기업을 움직이는 인공지능. 그 인공지능이 꿈을 꾸기 시작했다. 엄청난 경쟁률을 뚫고 대기업 드림코퍼레이션에 입사한 꿈사원들. 그들 앞에 의심스러운 일들이 펼쳐지는데..!,네이버웹툰,31.0
32.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/783050/thumbnail/thumbnail_IMAG06_605e6938-a7b6-498f-a279-6947eaa5e094.jpg,신군,규남,월,액션,악마에게 모든 걸 잃고 먹이로 사육당하는 소년.이를 갈며 복수를 갈망하지만 인간의 힘은 악마에게 닿지 못했다.그때 그의 앞에 신군이 나타난다.2020 지상최대공모전 2기 장려상 수상작!,네이버웹툰,32.0
33.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/791205/thumbnail/thumbnail_IMAG06_8452a1f2-666f-4fc3-bc6a-425b056d347e.jpg,파운더,임상윤 / 만두인,월,액션,1970년대 각하에 대한 과잉 충성으로 비밀스런 공작대가 운영되었고 이는 정권이 바뀐 1980년대 대한민국 최초의 살인 청부 회사가 설립되는 토대가 된다.공작대의 에이스 공작원은 처절하게 살아남아 살인청부업 회사의 대표가 되어 회사를 이끌어가게 되는데...,네이버웹툰,33.0
34.0,,28,https://shared-comic.pstatic.net/thumb/webtoon/780414/thumbnail/thumbnail_IMAG06_244a46a0-d19d-4a88-b5f9-7b0dc8eff8f7.jpg,오빠집이 비어서,이서희 / 태소영,월,로맨스,"새엄마와 맞장 뜨고 집을 나온 재벌 3세 차은명.세상 딱 한 명인 친구 희영에게 신세를 질 수 없게 되자, 어쩔 수 없이 희영의 둘째 오빠가 잠시 비워둔 집에 머물게 된다.그렇게 한 달 뒤, 은명은 샤워를 하고 나오던 중 예고도 없이 집으로 돌아온 희영의 둘째 오빠를 대면하게 되고... 그런데 그 오빠의 정체가 바로바로 대한민국 탑 스타 영화배우 ‘제준영'이라고?!",네이버웹툰,34.0
35.0,,2,https://shared-comic.pstatic.net/thumb/webtoon/791616/thumbnail/thumbnail_IMAG06_356bb751-479b-404a-95a1-1b537bfc0eeb.jpg,미니어처 생활백서,엘렌 심,월,드라마,모르는 할머니가 준 젤리빈을 먹고 작아져버렸다?!소꿉친구 방에 있는 인형의 집에서 지내게 된 18살 남고생의 눈물겨운 생활기!,네이버웹툰,35.0
36.0,,10,https://shared-comic.pstatic.net/thumb/webtoon/796059/thumbnail/thumbnail_IMAG06_f2f363fd-89c3-4b0f-ba95-310d0552d6a7.jpg,우산 없는 애,로밋,월,드라마,"화목한 가정에서 자란 여름은 밤마다 부부 싸움 소리가 들리는 윗집 남자애 수완을 종종 챙겨주었다.놀이공원에서 아르바이트를 하게 된 여름은 엄마와 놀이공원에 가보고 싶다는 수완의 말에 티켓을 선물한다.얼마 후, 놀이공원에 놀러 온 수완과 아줌마를 보며 흐뭇해하던 여름. 그러나 아줌마의 돌발행동에 당황하는데...",네이버웹툰,36.0
37.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/783535/thumbnail/thumbnail_IMAG06_744d2659-8813-4a63-8c48-c72ca41301e3.jpg,제왕: 빛과 그림자,"김남규 / 애풍,김한석",월,액션,"한국판 '삼합회' 대동그룹 회장 권수찬, 특수부 부장검사 유석호, 국회의원 김남훈이 세 사람은 어릴 적부터 늘 함께였던 죽마고우이다.어른이 되어서도 끈끈한 우정을 이어간 이 세 친구는 서로 밀어주고 당겨주며 함께 성장해 나간다. 하지만 수찬의 대동그룹이 대형 비리 사건에 연루되면서 세 사람의 긴밀한 커넥션은 위기에 처한다. 급기야 사건의 중심인 수찬은 검찰의 수사를 피하기 위해 중국으로 도피를 하고...한편 수찬과 오랜 원수 관계이자 라이벌 조직의 보스 오정만은 수찬을 위기에 처한 틈을 놓치지 않고 수찬을 제거하기 위해 은밀히 히트맨들을 고용해 중국에 보내는데...",네이버웹툰,37.0
38.0,,17,https://shared-comic.pstatic.net/thumb/webtoon/730174/thumbnail/thumbnail_IMAG06_a12eef31-ece4-413d-872b-352498adc4ae.jpg,칼가는 소녀,오리,월,드라마,치사율 100%의 인싸 희귀병 소녀 '사랑'누구보다 차분하고 두려움 없는 같은 반 소녀 '은조'두 소녀가 가슴 속 칼을 품고 세상을 향한 복수를 꿈꾼다.네이버웹툰 최강자전 18년 대표작.,네이버웹툰,38.0
39.0,,10,https://shared-comic.pstatic.net/thumb/webtoon/793274/thumbnail/thumbnail_IMAG06_4ec5c6a8-9aab-44f1-96fb-61d2906b019e.jpg,다시쓰는 연애사,최경민 / 영모,월,로맨스,"대학 시절 구 여친 ‘한서리’와 함께 교통사고를 당한 ‘이제야’. 눈을 떠보니 10년 전 대학생 시절로 돌아와 버렸다. 그것도 서로의 몸이 뒤바뀐 채로.제야는 이곳에서 실패했던 서리와의 연애를 다시 써보고 싶다.""제야야. 날 다시 만나고 싶어? 그럼 날 다시 꼬셔봐.""과연 제야는 서리의 몸으로 서리를 꼬실 수 있을까?",네이버웹툰,39.0
40.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/793944/thumbnail/thumbnail_IMAG06_c6457e84-63d5-4bac-a838-6d01c2551d52.jpg,오늘의 비너스,엄세윤 / 도달,월,로맨스,"“평범했던 내가... 오늘부터 세상에서 가장 아름답다고?그런데, 그 기준은 누가 정하는 거지?“뛰어난 연기력에도 평범한 외모 때문에 늘 오디션에서 탈락하던 배우 지망생 ‘강하나’.그러던 어느 날, ‘외모가 곧 능력’ 이라는 세계적인 뷰티기업 <에스그룹>에서 그녀에게 스카웃 제의가 온다.그리고 하나는 곧 엄청난 비밀을 알게 되는데...?2021 지상최대공모전 1기 우수상 수상작.",네이버웹툰,40.0
41.0,,20,https://shared-comic.pstatic.net/thumb/webtoon/774302/thumbnail/thumbnail_IMAG06_f737e71f-8b45-4e00-93df-c78f02254075.jpg,하루의 하루,김이랑,월,드라마,"오하루는 다른 사람의 마음을 읽을 수 있는 초능력자다.얼마 전, 저주 받은 능력 때문에 첫사랑도 허무하게 깨져버리고건조한 일상을 보내고 있던 하루에게 최근 신경쓰이는 사람이 생겼다.​그 사람은 바로, 같은 과 동기인 도하루.그녀의 마음은 도무지 보이지 않는다. 이건 혹시.. 운명..?",네이버웹툰,41.0
42.0,,11,https://shared-comic.pstatic.net/thumb/webtoon/796368/thumbnail/thumbnail_IMAG06_234d5dfa-e5d2-4ee3-84dc-1cc3969ebc7a.jpg,세번째 로망스,문조,월,로맨스,"물 흐르듯 평범하게 살아온 연우는 오랜 연인이었던 태주와 헤어지고, 첫사랑이었던 세진을 만난다.그런데 잊었던 설렘을 느끼기도 전에 갑자기 고등학생으로 돌아가게 되는데…!?빛났던 첫사랑도, 오랜 연애의 끝도 모두 허무한 것을 알기에 사랑 따위엔 아무런 기대도 하지 않겠어!",네이버웹툰,42.0
43.0,,20,https://shared-comic.pstatic.net/thumb/webtoon/798293/thumbnail/thumbnail_IMAG06_fb667aea-865b-4b4d-83cf-2a181409c0ed.jpg,굿바이 유교보이,아실,월,로맨스,"실시간 연애 리얼리티쇼 '러브밤' ! 10일 촬영에 출연료 1억이라는 소리에 솔깃한 ‘이제’는오직 출연료와 자신의 스튜디오 홍보를 위해 프로그램에 참여한다. 한편 찐사랑을 꿈꾸는 유교보이 ‘헌도’는 ‘이제’에게 거부하기 힘든 달콤한 제안을 하고, 모종의 계약 관계로 엮인 둘은 물고 빨고 빼고 다 하는(?) 계약연애를 시작하는데… 과연 이들은 '러브밤'에서 살아남을 수 있을까?!!! 유교보이 ‘헌도’ X 진보걸 ‘이제’의 대국민 사기 애정행각이 펼쳐진다!",네이버웹툰,43.0
44.0,,19,https://shared-comic.pstatic.net/thumb/webtoon/774040/thumbnail/thumbnail_IMAG06_84f0d820-4cb7-4bf4-9599-3cbc3d4f901c.jpg,"또다시, 계약 부부",제제 / 설우희,월,로맨스,"서로에게 강한 이끌림을 느꼈던 건하와 서연, 하지만 전혀 다른 삶을 살아왔던 두 남녀는 짧은 결혼 생활을 마치고 결국 이혼을 선택한다. 5년 뒤, 건하는 서연에게 또 한 번 '계약 부부'를 제안한다.  ""나와 다시 부부가 되어줘야겠어. 이번엔 꽤 사이좋은 부부로 말이야.""",네이버웹툰,44.0
45.0,,6,https://shared-comic.pstatic.net/thumb/webtoon/793067/thumbnail/thumbnail_IMAG06_3063bd91-116e-4ee0-ba35-08e121555cbf.jpg,버그이터,이륙,월,판타지,"랭킹 1위 버그 플레이어 '김지한'은 어느 날 의문의 유저에게 캐릭터를 삭제당하고 1레벨이 된다. '버그 쓰지 말 걸..' 후회하던 그때 찾아온 새로운 기회.""다시 랭커로 만들어 줄게. 너 같이 버그 쓰는 놈들 때려잡는 방식으로.""최강 버그 플레이어, 버그 잡는 '버그이터'로 갱생하다!",네이버웹툰,45.0
46.0,,26,https://shared-comic.pstatic.net/thumb/webtoon/786910/thumbnail/thumbnail_IMAG06_41aa2ad4-9bf2-4985-95a1-b6e8519e5693.jpg,레지나레나 - 용서받지 못한 그대에게,곽나나 / 설동원 / 김영지,월,로맨스,"“기회를 드릴게요. 제게 용서받을 기회요.” 아버지는 딸을 팔았다. 그리고 딸은 지옥에서 돌아왔다. 생과 사가 뒤섞인 제국, 어린 레나 루벨은 아버지를 위한 제물이 되어 가련히 죽을 운명이었다. 하지만 6년 후, 모두가 죽었다고 생각한 여자아이는 다시 돌아왔다. 어린 양의 탈을 벗고, 사자가 되어.",네이버웹툰,46.0
47.0,,11,https://shared-comic.pstatic.net/thumb/webtoon/785250/thumbnail/thumbnail_IMAG06_31c92ada-cebe-415d-b5fc-d400238cbab7.jpg,원작은 완결난 지 한참 됐습니다만,도래 / 원더드림,월,로맨스,원작의 악녀 역할이었던 엘레나 테일러는 원작의 모든 관계를 때려치우고 연애상담소를 차린다.연애 상담소로 자리를 잡고 새 인생을 살아가던 엘레나에게 최고 난이도의 의뢰가 주어지는데..원작의 서브 남주였던 휴를 무사히 사교계에 데뷔시키고 혼처를 구하는 것!하지만 우락부락 운동에 진심이 된 휴는 연애에 전혀 관심이 없는 모태솔로였다.과연 엘레나는 무사히 의뢰를 마치고 행복하게 살 수 있을까?,네이버웹툰,47.0
48.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/768472/thumbnail/thumbnail_IMAG06_7061ba62-2fa9-442f-b88f-8bfde5a897ff.jpg,말박왕,용사,월,액션,"'이제부터 당신의 허리를 부러뜨릴겁니다.'겉보기엔 평범한 고등학생 한서아, 그가 다니는 하사고등학교는 학생들의 서열을 정한다.게임도, 싸움도 아닌 말뚝박기로!2020 지상최대공모전 1기 우수상 수상작",네이버웹툰,48.0
49.0,,11,https://shared-comic.pstatic.net/thumb/webtoon/758667/thumbnail/thumbnail_IMAG06_3d05286d-0e94-4615-9407-753d4ab103dc.jpg,사랑의 헌옷수거함,고잉,월,로맨스,"짝사랑은 이제 그만! 고잉고등학교에서 가장 핫한 소문, 헌옷수거함에 돈을 넣고 좋아하는 사람의 이름을 외치면 상대방의 마음을 알려준다는데..!연애 대신 성적과 돈에만 관심 있는 송아람은 그런 소문에 휘둘리지 않는다.그런 아람의 일상에 학교 인기남 정진우가 불쑥 들어온다. 어디로 튈지 모르는 이 자식을 어떻게 해야 좋을까?",네이버웹툰,49.0
