,genre,cluster_num,words
79,전체,79,"['마을', '강천', '해지']"
80,전체,80,"['아이', '몬스터', '데뷔']"
81,전체,81,"['신선', '이기', '진범']"
82,전체,82,"['주원', '재벌', '은채']"
83,전체,83,"['일기', '명계', '문턱']"
84,전체,84,"['수상작', '마사', '2021']"
85,전체,85,"['달콤', '로맨스', '제안']"
86,전체,86,"['과잉', '스트레스', '승리']"
87,전체,87,"['부부', '연우', '결혼']"
88,전체,88,"['무장', '재능', '영웅']"
89,전체,89,"['경찰', '경호원', '최강']"
90,전체,90,"['반지', '아르바이트', '좀비']"
91,전체,91,"['수인', '수남', '현대물']"
92,전체,92,"['상대', '결혼', '정략']"
93,전체,93,"['황제', '사랑', '모든']"
94,전체,94,"['살아가', '세계', '인생']"
95,전체,95,"['박봉', '바라', '1984']"
96,전체,96,"['움직이', '멈추', '상어']"
97,전체,97,"['여동생', '악당', '노비']"
98,전체,98,"['소년', '아이', '마법']"
99,전체,99,"['도시', '시티', '서훈']"
100,전체,100,"['인류', '종말', '세상']"
101,전체,101,"['무덤', '도굴', '도굴꾼']"
102,전체,102,"['로스', '대륙', '동료']"
103,전체,103,"['어른', '예쁘', '키스']"
104,전체,104,"['게임', '플레이어', '세상']"
105,전체,105,"['남편', '이혼', '차갑']"
106,전체,106,"['정우', '인기', '여자']"
107,전체,107,"['트러블', '나타나', '능력자']"
108,전체,108,"['동아리', '신입생', '고등학교']"
109,전체,109,"['소녀', '소년', '들어오']"
110,전체,110,"['준우', '5000', '악질']"
111,전체,111,"['서책', '무도', '익히']"
112,전체,112,"['황후', '황제', '싫어하']"
113,전체,113,"['회사원', '평범', '무당']"
114,전체,114,"['리뷰', '카카오', '페이지']"
115,전체,115,"['동생', '쌍둥이', '복수']"
116,전체,116,"['지호', '약점', '세라']"
117,전체,117,"['정령', '지구', '침공']"
118,전체,118,"['연금', '술사', '추가']"
119,전체,119,"['게임', '산적', '여단']"
120,전체,120,"['은하', '도연', '은성']"
121,전체,121,"['천계', '혼돈', '인간']"
122,전체,122,"['디자인', '로고', '표지']"
123,전체,123,"['우리', '세포', '러브']"
124,전체,124,"['짝사랑', '설레', '곤경']"
125,전체,125,"['파혼', '주연', '번의']"
126,전체,126,"['사부', '성운', '신종']"
127,전체,127,"['복제', '임은', '라운']"
128,전체,128,"['연애', '유준', '마음']"
129,전체,129,"['남자', '특별', '외모']"
130,전체,130,"['사원', '기업', '거대']"
131,전체,131,"['공무원', '간택', '등대']"
132,전체,132,"['마왕', '변호사', '용사']"
133,전체,133,"['도깨비', '최강', '배신']"
134,전체,134,"['기사', '공주', '적국']"
135,전체,135,"['전생', '환생', '반복']"
136,전체,136,"['제국', '귀족', '공녀']"
137,전체,137,"['악역', '여주', '원작']"
138,전체,138,"['구하', '황제', '오빠']"
139,전체,139,"['라미', '은둔', '호위']"
140,전체,140,"['못하', '사귀', '예상치']"
141,전체,141,"['프로', '스타', '영웅']"
142,전체,142,"['세연', '이사장', '바람']"
143,전체,143,"['학원', '미술', '친구']"
144,전체,144,"['마법사', '마법', '가난']"
145,전체,145,"['남친', '그녀', '하루']"
146,전체,146,"['축기', '수련', '청명']"
147,전체,147,"['홍원', '신력', '주인']"
148,전체,148,"['결혼', '대공', '남자']"
149,전체,149,"['이야기', '당신', '기묘']"
150,전체,150,"['스텔라', '성녀', '태어나']"
151,전체,151,"['축구', '축구부', '내딛']"
152,전체,152,"['하얗', '박하', '그녀']"
153,전체,153,"['마리아', '트리', '황태자']"
154,전체,154,"['악인', '나쁘', '무시']"
155,전체,155,"['강호', '유가', '심연']"
156,전체,156,"['하룻밤', '하나', '풀리']"
157,전체,157,"['핸드폰', '재주', '보육원']"
158,전체,158,"['마리', '좋아하', '고백']"
159,전체,159,"['재능', '불과', '선계']"
160,전체,160,"['학년', '무인도', '고등학교']"
161,전체,161,"['디자인', '드레드', '타이틀']"
162,전체,162,"['혼자', '보상', '귀환']"
163,전체,163,"['돌아가', '원래', '세계']"
164,전체,164,"['신녀', '나디아', '무기력']"
165,전체,165,"['다섯', '엘레', '죽음']"
166,전체,166,"['소녀', '아저씨', '나타나']"
167,전체,167,"['공작', '남편', '그녀']"
168,전체,168,"['천하', '제일', '노인']"
169,전체,169,"['남편', '결혼', '생활']"
170,전체,170,"['폭군', '소설', '잘리']"
171,전체,171,"['벌레', '소소', '귀엽']"
172,전체,172,"['반하', '첫눈', '돌아오']"
173,전체,173,"['생명체', '순간', '노트']"
174,전체,174,"['귀신', '무당', '공룡']"
0,BL,0,"['선배', '그러', '보이']"
1,BL,1,"['느끼', '온기', '도연']"
2,BL,2,"['친구', '사귀', '주원']"
3,BL,3,"['수인', '수남', '제안']"
0,로맨스,0,"['커플', '복학생', '은은']"
1,로맨스,1,"['배우', '소희', '영화']"
2,로맨스,2,"['저주', '친구', '소꿉']"
3,로맨스,3,"['로맨스', '연애', '스무']"
4,로맨스,4,"['다정다감', '이지', '그때']"
5,로맨스,5,"['결혼', '반하', '공주']"
6,로맨스,6,"['외면', '만인', '조아리']"
7,로맨스,7,"['사람', '연애', '동생']"
8,로맨스,8,"['재벌', '유혹', '외모']"
9,로맨스,9,"['언니', '남자', '결혼']"
10,로맨스,10,"['초하', '수월', '남궁']"
11,로맨스,11,"['전생', '그녀', '마지막']"
12,로맨스,12,"['로맨틱', '코미디', '백마']"
13,로맨스,13,"['지호', '얼떨결', '성공']"
14,로맨스,14,"['하얗', '군벌', '사령관']"
15,로맨스,15,"['귀신', '공모전', '장군']"
16,로맨스,16,"['사랑', '자야', '만나']"
17,로맨스,17,"['태어나', '황제', '예언']"
18,로맨스,18,"['두근두근', '만들', '해보']"
19,로맨스,19,"['하룻밤', '남자', '보내']"
20,로맨스,20,"['남친', '첫사랑', '오피스']"
21,로맨스,21,"['남자', '결혼', '그녀']"
22,로맨스,22,"['남편', '바람', '작가']"
23,로맨스,23,"['회사', '사장님', '카페']"
24,로맨스,24,"['좋아하', '고백', '남자']"
25,로맨스,25,"['여름', '가을', '첫사랑']"
26,로맨스,26,"['수지', '차감', '선인']"
27,로맨스,27,"['소녀', '어른', '소년']"
28,로맨스,28,"['황후', '황제', '결혼']"
0,로판,0,"['증거', '살아오', '체스터']"
1,로판,1,"['남편', '공작', '괴물']"
2,로판,2,"['동화', '마녀', '아리엘']"
3,로판,3,"['악녀', '디자인', '소설']"
4,로판,4,"['황제', '황후', '사랑']"
5,로판,5,"['악역', '착하', '이렇']"
6,로판,6,"['결혼', '사랑', '상대']"
7,로판,7,"['엔딩', '돌아가', '원래']"
8,로판,8,"['아빠', '엄마', '결국']"
9,로판,9,"['결혼', '대공', '계약']"
10,로판,10,"['황제', '폭군', '제국']"
11,로판,11,"['공주', '당신', '바다']"
12,로판,12,"['그녀', '공주', '제국']"
13,로판,13,"['악녀', '소설', '원작']"
14,로판,14,"['여주인공', '수저', '악당']"
15,로판,15,"['원작', '의하', '악역']"
16,로판,16,"['하녀', '진짜', '가짜']"
17,로판,17,"['결혼', '생활', '행복']"
18,로판,18,"['계약', '공주', '그녀']"
19,로판,19,"['공주', '제국', '왕국']"
20,로판,20,"['소설', '주인공', '세계']"
21,로판,21,"['아이', '흑막', '학대']"
22,로판,22,"['그녀', '소중', '사람']"
23,로판,23,"['카시', '이번', '파업']"
24,로판,24,"['어스', '오빠', '왕위']"
25,로판,25,"['파혼', '니스', '마리아']"
26,로판,26,"['공작', '제안', '글로리']"
27,로판,27,"['스텔라', '아이', '황궁']"
28,로판,28,"['라미', '걸치', '왕자']"
29,로판,29,"['소설', '나르', '행복']"
30,로판,30,"['여주', '악역', '조연']"
31,로판,31,"['회귀', '결심', '미아']"
32,로판,32,"['로즈', '그녀', '후회']"
0,스릴러,0,"['살인마', '엄마', '등대']"
1,스릴러,1,"['친구', '관련', '평범']"
2,스릴러,2,"['마을', '사건', '복제']"
3,스릴러,3,"['어느', '시작', '소리']"
4,스릴러,4,"['공포', '에피소드', '스릴러']"
0,일상,0,"['일기', '혼자', '맛있']"
0,소년,0,"['농구', '동아리', '신입생']"
1,소년,1,"['최강', '동생', '드래곤']"
2,소년,2,"['게임', '가상현실', '현실']"
3,소년,3,"['세계', '소년', '동료']"
4,소년,4,"['수선', '현대', '신선']"
5,소년,5,"['마법', '마법사', '자신']"
6,소년,6,"['명계', '생기', '원래']"
7,소년,7,"['강철', '연금', '술사']"
8,소년,8,"['보상', '미션', '개월']"
9,소년,9,"['180', '초대', '노자']"
10,소년,10,"['세상', '시스템', '게임']"
11,소년,11,"['소설', '멸망', '독자']"
12,소년,12,"['몬스터', '아카데미', '아론']"
13,소년,13,"['지구', '귀환', '지옥']"
14,소년,14,"['세운', '강호', '마물']"
15,소년,15,"['도시', '안전', '군사']"
16,소년,16,"['어로', '지구', '초능력']"
17,소년,17,"['어머니', '라이', '낙인']"
18,소년,18,"['주원', '기운', '세자']"
19,소년,19,"['레벨', '스킬', '게임']"
20,소년,20,"['버그', '움직이', '상어']"
21,소년,21,"['마왕', '용사', '의무']"
22,소년,22,"['인류', '세상', '종말']"
23,소년,23,"['육성', '발동', '시티']"
24,소년,24,"['수락', '전공', '패키지']"
25,소년,25,"['인간', '트러블', '나타나']"
26,소년,26,"['재능', '회귀', '선계']"
27,소년,27,"['룰렛', '돌리', '아이템']"
28,소년,28,"['레벨', '각성', '스킬']"
0,드라마,0,"['아이', '할머니', '유현']"
1,드라마,1,"['드라마', '그리고', '만들']"
2,드라마,2,"['이야기', '연애', '현실']"
3,드라마,3,"['분할', '에피소드', '기존']"
4,드라마,4,"['스토리', '남매', '우리']"
5,드라마,5,"['만두', '일진', '계획']"
6,드라마,6,"['니즈', '개의', '스노우']"
7,드라마,7,"['행이', '바보짓', '계시']"
8,드라마,8,"['라이', '사자', '컴플렉스']"
9,드라마,9,"['마리', '명석', '토끼']"
10,드라마,10,"['생활', '행복', '결혼']"
11,드라마,11,"['야구', '영웅', '프로']"
12,드라마,12,"['저승', '살인', '상완']"
13,드라마,13,"['공룡', '귀엽', '파프리카']"
14,드라마,14,"['리뷰', '이야기', '소녀']"
15,드라마,15,"['소심', '하나', '게임']"
16,드라마,16,"['고등학교', '관계', '서로']"
17,드라마,17,"['방송', '인터넷', '캠프']"
18,드라마,18,"['외과', '의사', '기적']"
19,드라마,19,"['마녀', '고향', '기억']"
20,드라마,20,"['엄마', '한국', '외국인']"
21,드라마,21,"['정신', '세계', '대한민국']"
22,드라마,22,"['식사', '특별', '서우']"
0,감성,0,"['여리', '오해', '연우']"
0,개그,0,"['제임스', '남극', '최면']"
0,판타지,0,"['세계', '죽음', '눈물겹']"
1,판타지,1,"['마법사', '마법', '오지오']"
2,판타지,2,"['마왕', '아카데미', '버그']"
3,판타지,3,"['이야기', '꼬마', '거리']"
4,판타지,4,"['판타지', '액션', '모험']"
5,판타지,5,"['괴물', '마루', '무엇']"
6,판타지,6,"['소년', '세상', '아이']"
7,판타지,7,"['초보', '스킬', '999']"
8,판타지,8,"['게임', '시련', '계급']"
9,판타지,9,"['천마', '질주', '문제']"
10,판타지,10,"['대회', '열리', '허구']"
0,스포츠,0,"['축구', '청춘', '드라마']"
0,액션,0,"['액션', '고등학생', '게임']"
1,액션,1,"['세상', '위하', '공약']"
0,무협,0,"['지배', '오력', '최정상']"
1,무협,1,"['종문', '망하', '회사']"
2,무협,2,"['게임', '뚝배기', '패싸움']"
3,무협,3,"['강호', '부릅뜨', '심연']"
4,무협,4,"['박봉', '출판', '바라']"
5,무협,5,"['혈맥', '타고나', '속도']"
6,무협,6,"['천하', '전설', '무림']"
7,무협,7,"['약초', '기명제', '현문']"
8,무협,8,"['제자', '운혜', '청명']"
9,무협,9,"['지존', '윤회', '호령']"
10,무협,10,"['수련', '무도', '서책']"
11,무협,11,"['무림', '중원', '액션']"
12,무협,12,"['무인', '평범', '유가']"
13,무협,13,"['무림', '사부', '성운']"
14,무협,14,"['약골', '세기', '쓰레기']"
15,무협,15,"['조지', '전진', '구처기']"
16,무협,16,"['성진', '야화', '복수']"
17,무협,17,"['시스템', '세계', '무협']"
18,무협,18,"['하백', '수련', '어머니']"
19,무협,19,"['복수', '임진', '배신']"
20,무협,20,"['노비', '여동생', '거대']"
21,무협,21,"['주먹', '강천', '이기']"
